2.0,"Galaxy s10 underpowered for some smartphone users.
  
","May 14, 2019",Yes,"If you use a smart phone as it should be, the battery in the Galaxy s10 is pitiful.  In three weeks time, there was not a day where the battery didn't need recharging.  I turned it in for the s10+ and have had no problems with the battery, though it is not quite as robust as Samsung claims.  Of course I run dual sim and wifi all day, but I think phone makers should expect that these days.  In fairness, Samsung announced it had a smaller battery than the s9+, which I had previously, so I should have read between the lines.",11
5.0,"Great phone
  
","May 7, 2019",Yes,"The phone is great. There is lot to love about s10. Super fast. In-display ultrasonic fingerprint is not fast as optical fingerprint sensors but it will get better by time as it is a new technology. One thing i am not satisfied with is selfie camera performance on low light. There is no major improvement whatsoever over its previous generations. I usually do not take many selfies; so it is not a big issue for me but if you do, consider this. Other than that i have not had any problems. It works pretty well. Sound is amazing. Screen is amazing. Customization is everything",11
5.0,"No lo recibi por un error
  
","April 16, 2019",Yes,No lo compre,13
5.0,"No issues with Verizon
  
","April 30, 2019",Yes,Great phone,13
1.0,"Box arrived opened. Looks like a refurbish.
  
","May 2, 2019",Yes,Box arrived opened. Looks like a refurbish.,11
5.0,"Great phone
  
","May 9, 2019",Yes,My old phone has a cracked screen and I needed a new one. So pleased with the purchase. Takes awsome photos,7
1.0,"Looks refurbished ! not sure if it is a original product
  
","August 16, 2019",Yes,"Even thought the phone is working good, the way it was sent was not professional at all, there were no any protection, just one medium box with the original box that was not really closed and the accessories were replaced for white ones.I checked the IMEII and it is a original one, but after all the previous aspects mentioned I really doubt this is a new product.",5
5.0,,"April 3, 2019",No,None,0
1.0,"Awkward experience
  
","June 17, 2019",Yes,"The phone is ok, but the seller is not responsive at all.",8
5.0,"Exactly as advertised
  
","July 21, 2019",Yes,"This price almost seems too good to be true, but it is as advertised. It works perfectly fine with T-Mobile, and I am assuming it would work with most other carriers besides Verizon and Sprint. The only differences between the international version and the one bought at U.S. dealers are that this one runs on Exynos instead of Snapdragon, and that my phone seems to have come from Thailand since I see software pre-installed (Samsung Pay) that has text in Thai. These are not deal breaking differences and basically unnoticeable in day to day use.",3
1.0,"Not as advertised
  
","April 23, 2019",Yes,"Advertised as fully unlocked. It wasn't. Advertised as having a SIM card, it did not",8
2.0,"Very disappointed
  
","July 15, 2019",Yes,"It arrived in the product box, New, in great shape. It has a nice camera and works like a typical smartphone. I am Not impressed with it at all... I had a much older smartphone (HTC) that worked far friendlier than this NEW Galaxy S10. The finger print lock is a pain. It is very difficult in pairing it with almost anything. It took me 3 days, to finally get it to pair with my home WIFI. After it finally paired in with that, it updated it's programs. I do not care for it's ""Bixby"" button, being connected Right Next to the volume buttons. When I go and turn the volume up, it suddenly pops up a Warning ""That could be hazardous to your hearing""... I didn't buy a phone to mange ME and my habits!!! At the rate that it is going, I doubt that I'll ever buy another Samsung phone.",2
5.0,"S8 to S10 upgrade review
  
","September 23, 2019",Yes,"I broke my S8 a couple weeks ago, which was very disappointing because I loved that phone and was expecting to use it for another two years at least. The S10, however, is essentially the S8 but better. The OS is snappier and more responsive, which I never knew I wanted from the S8. The finger print scanner is on the front now, which I have mixed feelings on and think I preferred the rear scanner. The Samsung *swipe up to get mad* wallet feature is gone, which is nice. Android Auto is actually significantly better, with improved performance and a redesigned interface.And that's pretty much all I have noticed that is different from the two models. I can't confidently say that this phone is a 700$ upgrade from the S8 when half of the improvements are simply removing Samsung bloat that shouldn't have been there in the first place. But for someone coming from an iPhone or buying a phone from scratch, this is a great choice. I'm giving this 5 stars because the S8 was a near perfect phone for me (save for the bloat), and the S10 sticks closely to the same formula.",1
5.0,"9/10
  
","July 6, 2019",Yes,make sure you get the correct phone for your country. i got the Arab emirates version - wont affect the usability except Samsung pay location recommendations - a feature which honestly i don't think anyone would really use anyways. (Samsung pay still works perfectly but if you look try to add a gift card payment the first results when searching by brand are not ones in your area) not a deal breaker especially the discount i got mine at. absolutely love this phone.,3
3.0,"Glitchy
  
","July 25, 2019",Yes,"Seems really glitchy. Issues with picking up 4G, MMS messages, etc. Not sure if it's because it's the international version or what. Took forever to find the right APN settings, but still glitchy a lot of the time. Wish I had spent a little more and bought the regular version.",4
5.0,"It is a phone
  
","May 2, 2019",Yes,Good phone.  Impressed with the camera features,8
2.0,"Drops mobile data
  
","August 26, 2019",Yes,"Bought this phone in March 2019 and after a few months it started dropping mobile data. After repeated checks with my service provider it was confirmed that the problem was with the phone and not the service. This was verified through various forums and chats by other persons in different countries with the S10 who had the same problem. Whenever I leave an area with wifi, I have to go to the sim card manager and change from 4g to 3g then back to 4g to get mobile data. As soon as I get a call I lose mobile data and have to go 3g then 4g again to get it back. Same thing if the signal gets weak or I go in and out of a wifi area. Huge risk if attempted while driving. I have reset the phone, reseated the sim card and tried other recommended fixes to no avail. No warranty so buyer beware. Very disappointed.",3
3.0,"Samsung S10 - First Purchase experience with Amazon
  
","May 31, 2019",Yes,"The product is very good, although it took almost 3 weeks to finally get the product. Also, I requested a Prism White phone and I got a ""Prism Black"" instead. No problem, I am already using it as I had originally requested a Black phone on my initial order but, it was cancelled by Amazon due to first purchase security protocol (on Credit Card approval - I was told), and on my second request, I changed color to Prism White... I do not know what may have triggered the confusion interanly at Amazon... but the phone received was Black. For the phone itself, I am very pleased with it.",4
5.0,,"April 3, 2019",No,None,0
5.0,"Excellent features and quality...Samsung has improved with this phone.
  
","May 10, 2019",Yes,Liked the ease of face recognition which worked even in dim light.Faster and more features than the previous Samsung Galaxy phones and a sleek design.Price is a little high but so worth it.,5
4.0,"So far so good
  
","June 23, 2019",Yes,"This product has been working great for me so far! I am in the us and use at&amp;t. I put my sim card in and it's been working great. I did have to do a deep dive and change every single time zone and language to the US which did take some finagling, but overall a good buy!",4
1.0,"The item is used and has screen protector on it.
  
","July 5, 2019",Yes,The item is used and has a screen protector on it. I also recorded all the unpacking process I will be happy to provide it when needed.,6
5.0,"Buen producto
  
","May 18, 2019",Yes,Llego justo en la fecha limite y todo bien. Lo unico que quiza no me gusto es que tenga el Exynos. Pero por todo lo demas todo ok.,6
5.0,"Love it. Happy with my upgrade
  
","July 22, 2019",Yes,I have been using my iPhone SE for three years and I needed an upgrade. Very happy I choose to buy this item. I bought a case for it and it fits well in my hand. I was concerned it would be too large for me since I am a female but I have not dropped it so far. The setup is simple and easy. I live in the US and my SIM card worked fine. I use family mobile at Walmart and it works well with the phone. I only see minor glitches like the screen will be slow sometimes and I think it is because I switch browsers a lot. I think that glitches are normal though because I use a new iPhone X at work and the apps crash all the time. Overall super happy with my new phone. I wish the charger was more effective though. It is hard to keep it plugged into the adapter and socket in the wall. The side that fits into the phone port is totally fine.,2
1.0,"This product was faulty
  
","August 20, 2019",Yes,My microphone for videos does not work. Not all phone calls or text messages are received or sent.,5
1.0,"Scam
  
","June 23, 2019",Yes,I would give it 0 stars!Got an open box product,6
4.0,"Good
  
","April 8, 2019",Yes,Good,4
5.0,"Unlocked for international use
  
","August 22, 2019",Yes,"I was a little skeptical if it'll be 100% unlocked &amp; it is!!! I use it in Honduras &amp; I didn't have any issues configuring it.It came with a 128 Gb microSd cardIn love with the advanced cameras on this phone! I'm an amateur photographer &amp; a toddler mom, so I love the fact that my daily on-the-go tool has an incredible camera !",1
4.0,"Very good phone recommend reading different reviews before spending this much money
  
","July 20, 2019",Yes,Before this I had the Samsung Galaxy S7 in fact I had three of them because I like that model so much I still kind of like it the best but this new phone is good too I just think it cost way too much money I don't need all those cameras I just have a cat to take pictures of LOL otherwise though it is a good phone I miss the touchable home button that you can actually feel that's a biggie for me plus I wish there were more explanation about Bixby. But as always in my opinion anyway humble as it is Galaxy is a great product.,0
5.0,,"April 3, 2019",No,None,0
1.0,"No es liberado
  
","July 31, 2019",Yes,"Hola yo ordene este telefono porque decia que era desbloquiado y que funcionaba con cualquier compañía, y cuando lo ordene page mas para que llegará mas pronto. Cando llego resultó que no funcionaba con Verizon y que si uno lo quería usar con Verizon que no  abriera el telefono y que lo regresara lo mas antes posible, y no nadamas eso si no despues de aver pagado para que llegara mas rapido todavía llego tarde. Si no funciona con Verizon emtonces porque le pinen que es liberado cuando en realidad no lo es.",2
5.0,"Excellent
  
","April 22, 2019",Yes,Excellent,5
5.0,"Verzion Sims DO Work on this phone
  
","May 7, 2019",Yes,I'm glad that Verizon finally going to shut down their CDMA bands to expand their lte bands. I'm on red pocket mobile with Verizon towers and using volte with no problem.,4
5.0,"Excelente....me llego antes de la fecha prevista
  
","June 30, 2019",Yes,Lo compre y me salio super bien buena compra... y me llego antes de la fechaExcelente compra,4
1.0,"CON JOB
  
","June 7, 2019",Yes,THIS PHONE DOES NOT WORK ON VERIZON,5
3.0,"Not special at all.
  
","December 18, 2019",Yes,"I should have bought an iphone. Theres nothing different from the 7, so very disappointed I wasted my money. The fingerprint does not work with a screen protector and I'm not going to not have a screen protector on it. The facial recognition for a female is horrible. If I dont have my makeup on, it wont recognize my face. If I have my hair pulled back, it wont recognize my face. I hate it. There's nothing special about this phone and I dont like the curved screen because my screen protector wont stay on.",0
5.0,"Iffy service in Alaska
  
","August 23, 2019",Yes,"I really like this phones battery life compared to my S7. The oly problem that I've had so far is that my service is all over the place. I live in Alaska with At&amp;t, so it shouldn't be a problem, but I frequently have no bars at my house.The phone comes with AMAZING headphones. I am an audiophile, so this was 0robably the best part of the purchase for me.",0
5.0,"Brand Spankin' New and Costs as Much as a Refurb? Winner!
  
","November 20, 2019",Yes,"Overall super happy with the phone. I'd had either lost or had my S9+ stolen on a 24 hour YOLO bachelor party and was in need of a replacement. At first was looking into a refreshed S9+ but then was like wtf, why not just look into an S10. Specs looked great and phone was sexy as hell. S10 was pretty much as big the old S9+ but lighter. Saved even more buying the International version vs a refurb one from the States. Everything works great. Most people wouldn't know or care about the difference in chip performance. Get this Internation version!",0
5.0,"Excelente
  
","April 11, 2019",Yes,Excelente  recomiendo al vendedor,3
5.0,"Todo perfecto
  
","April 16, 2019",Yes,Todo perfecto,3
5.0,,"April 3, 2019",No,None,0
2.0,"Doesn't worth it price
  
","August 17, 2019",Yes,Avoid! Screen is easily broken.  Even with case and glass protector,1
4.0,"No 128 GB microSD included
  
","June 17, 2019",Yes,"Phone is beautiful, battery life could be better.Didn't bring the 128 GB microSD",1
5.0,"Works like a gem!
  
","July 26, 2019",Yes,I've had this for a few months now and it still works like a gem! No problems yet. I have a minimally tough case and a screen Protector. No problems. Super easy to set up out of the case. No issues with cell carrier. I have Tmobile and live in the states.,1
5.0,"Good old flagship Samsung
  
","December 24, 2019",Yes,"Samsung never disappoints. Great battery life and performance. Pretty good camera, though perhaps not as good as iPhone 11 Pro's (but the price is much lower too).",0
5.0,"Quality, worth every dollar spent.
  
","January 5, 2020",Yes,"Love this phone! I was worried that since it is an international version I might have issues with my service provider. (T-Mobile) great quality, fast, and just overal great phone.",0
5.0,"No me quejo en nada
  
","August 29, 2019",Yes,"Llego en el tiempo estimado,me gusto más de lo que esperaba ... la cámara el sonido de sus altavoces  el diseño del celular le dan un toque de elegancia con su pantalla sin Marcos  ..Me llego con audífonos, cargador e incluso me regalaron un Simcard de 128 MB externo  ...Eso sí, sin rayones y en perfecto estado",1
5.0,"It's worth your money go for it
  
","December 8, 2019",Yes,"Pros:Display, Camera, Dual sim and its fast and smooth no lag at all,Snapdragon 855( some might get exynos version).Cons:Fingerprint sensor is just fine will get better with software update, battery life is not that great for such vivid display, great sound, headphone jack is availableImportant Information:Samsung pay works everywhere, its a Hong Kong version, only support GSM network carrier",0
5.0,"Great quality phone
  
","August 15, 2019",Yes,I'm primarily an iOS user. This phone I used extensively for testing Wi-Fi connectivity. It performed everything I expected. The camera quality is superb. The different camera features available to you gives you flexibility in your photos. The wireless charging works flawlessly. You can even charge an iPhone X with the Samsung S10 if you wanted to.,0
5.0,"Worked Great with Mint Mobile
  
","August 22, 2019",Yes,"I haven't tried some of the samsung features that apparently don't work on the international version of the phone, but this is a legit S10 at a huge discount. Very happy upgrading from the S7 (I was getting decreased performance and extremely short battery life).",0
5.0,"S20
  
","January 10, 2020",Yes,"Good size, fast, easy to use.  What I used so far works well.  Google translate doesn't work as well on yhisvsystem.",0
5.0,,"April 3, 2019",No,None,0
5.0,"Awesome Deal
  
","September 15, 2019",Yes,"Gave it to my wife as a gift. So writing the review after asking her...Just needed to press a little harder for fingerprint sensor to work, but amazing to have it embedded in the screen. Battery life was not much different than S7, which she previously had. Face recognition is amazing but not good for kids, as they open it from distance without permission!",0
5.0,"It good
  
","May 15, 2019",Yes,Easy to set it up,2
1.0,"Did not specify would not work with Verizon
  
","August 12, 2019",Yes,There was no indication this cell phone would not work on Verizon carrier.  When opened the package there was a letter telling that it will not work with Verizon.  I would never have spent over $500.00 just to have to return the product when it arrived.  Waste of time!,1
4.0,"Nice phone
  
","June 30, 2019",Yes,"Pros:Resolution, Camera, User friendly interface, Handy &amp; fast.Cons:Battery life, Fingerprint sensor is not working when you add a screen protector(may be due to thinkness of the protector).",1
5.0,"Really good buy ,works fine with verizon in the US.
  
","July 17, 2019",Yes,"I don't usually spend so much on one thing online , but I took a chance and dont regret . Great phone! Brand new out of the box and beautiful.  Great upgrade from my s8 . Already ordered another one for my wife . Great deal !",1
1.0,"Disappointed with Samsung s10
  
","October 15, 2019",Yes,I am not at all happy with this seller which i purchased the phone from within a week of use the display of the phone stop working just all a sudden no drop nothing very surprised i have purchased Samsung phones before on Amazon and never had a problem i was also surprised when i received the phone the box wasn't sealed with a sicker as all the other phones i received from samsung,0
5.0,"Very fast and takes great pictures.
  
","June 10, 2019",Yes,"Expensive, but is a great cellphone with advance technology.",1
5.0,"Totally worth it! I am very happy with my buy.
  
","July 12, 2019",Yes,"At first I was a bit hesitant to buy this phone because of its bad reviews but I took the risk anyways and I am very happy that I did. It came sealed, with free memory card and the phone is just amazingly beautiful. With its price, i am definitely happy with my buy.",1
5.0,"Great phone
  
","September 8, 2019",Yes,I have the same phone for a while and I bought this one for my brother. This was his first Samsung phone and he just fall in love with it right away.,0
3.0,"Nice phone
  
","June 21, 2019",Yes,Came on time and works well so far. Came with the European charger but an adapter was included in the package.Will update review after some usage.,0
5.0,,"April 3, 2019",No,None,0
5.0,"S10 O S10+
  
","September 4, 2019",Yes,El S10 ES SUFICIENTE.. SE COMPRO PIR error el S10 en vez del S0 plus pero cumple con lo  necesario,0
5.0,"Great phone couldn't be happier
  
","August 27, 2019",Yes,Phone is amazing super fast and responsive finger print reader is nice and face login is pretty cool to.,0
5.0,"BEST BUY SO FAR
  
","September 24, 2019",Yes,Excellent smartphone. Fast delivery time. Everything as expected. Two thumbs up!,0
4.0,"Cell
  
","July 17, 2019",Yes,"Mejor de lo que esperaba , compare precios en todas las tiendas  ....resultó más econom8co",0
1.0,"Camera does not work
  
","October 27, 2019",Yes,Right out of the box The Camera does not work. Warranty is only valid in the UAE. Not honored in the USA.,0
5.0,"Great phone
  
","October 6, 2019",Yes,So far my phone works great batt life is excellent. No issues for now,1
5.0,"Love it
  
","September 6, 2019",Yes,Love this phone. I have ultra mobile and was able to put my sim card in no problem. Works great!,0
4.0,"Good phone
  
","June 25, 2019",Yes,"Very responsive,  media and gaming is very nice.  Battery took a few days for the phone to adjust to usage but lasts pretty much all day now.  Slight issues with Samsung pay set up and reception was not as good as my old phone but still works.",0
5.0,"Excelente celular, la batería muy justa para el día. Las cámaras excelentes!
  
","November 12, 2019",Yes,"Excelente celular, la batería muy justa para el día. Las cámaras excelentes!diseño y calidad de terminación de 1er nivel.Sólo critico que le hayan sacado el led de notificaciones!",0
5.0,"Great purchase
  
","December 30, 2019",Yes,"The phone came in at the exact date it said it will come. The package was secure. The phone also came with other products as well, so that was another plus. The phone itself is great, it has many features that are useful and great for daily use.",0
5.0,,"April 3, 2019",No,None,0
5.0,"Very sleek and impressive phone
  
","April 18, 2019",Yes,"Love fingerprint readerDislike that it doesnt understand what I'm saying yet, and types in crazy phrases",2
5.0,"really nice phone
  
","May 15, 2019",Yes,the new camera and battery life,2
5.0,"Fast charging , battery that lasts
  
","November 2, 2019",Yes,I got the phone yesterday. The box was sealed with the original sticker . It contains UK plug and us adapotr is provided . The battery is awesome i  had S7 and now it is  a big difference. Working great so far and  will update if something happened or if the battery eff is going bad,0
5.0,"S10
  
","August 29, 2019",Yes,husband loves the gift - does awesome photos,0
3.0,"No me gusto
  
","September 29, 2019",Yes,"El modelo es bonito pero la pila de descarga rapido, ademas hay que presionar super fuerte para que lea la huella digital y para completar la resolucion de la camara es pesima.",0
5.0,"What I expected
  
","August 28, 2019",Yes,It was exactly what we were looking for,0
5.0,"Galaxy s10
  
","May 15, 2019",Yes,I approve and will recommend this product to others who wanted to buy this phone.,2
5.0,"On time delivery
  
","August 4, 2019",Yes,This was a gift for my husband I ordered it it came before delivery date I highly recommend amazing phone,0
1.0,"Junk
  
","December 9, 2019",Yes,Calls keep getting disconnected. I can't return it because it's past the 30 day period. Don't buy it!!,0
5.0,"Muy bueno
  
","September 20, 2019",Yes,Muy buen telefeno me encanta,0
5.0,,"April 3, 2019",No,None,0
5.0,"Samsung has made big progress on how to made great phones
  
","November 7, 2019",Yes,Love the screen,0
5.0,"Potente
  
","November 20, 2019",Yes,"Excelente producto, muy buena velocidad. Óptima performance",0
5.0,"Best seller
  
","December 19, 2019",Yes,"Fantastic buy,love this phone and love the biyer for selling me a fantastic phone,works and looks like brand new",0
4.0,"Charging problem
  
","August 17, 2019",Yes,I love this phone but it loses a star because mine is a massive pain in the ass to charge for some reason when I plug it in of the cable is not in just right it acts like your unplugging it and plugging it back in alot and it's really annoying,0
5.0,"I love it
  
","August 5, 2019",Yes,"Elegant, good item",0
4.0,"Smart phone
  
","July 12, 2019",Yes,So far so good. No problems with the product.,0
1.0,"Check with your carrier
  
","August 16, 2019",Yes,Not compatible with my carrier. Description lacked critical details for buyers to make an informed decision,1
5.0,"Great buy
  
","July 11, 2019",Yes,Worked as expected,0
5.0,"No se frisa la pantalla
  
","September 12, 2019",Yes,Me agrado el color,0
5.0,"Me llegó todo bien
  
","January 4, 2020",Yes,"El teléfono Llego bien, yo ocupaba ambos sim card y también la micro sd pero no viene para poder usar los 3 al mismo tiempo, pero de ahí en fuera el equipo funciona bien a mi me encanto excepto por la batería porque siento que no dura un tiempo justo",0
5.0,,"April 3, 2019",No,None,0
5.0,"I love it
  
","October 15, 2019",Yes,Very good,0
4.0,"Great phone
  
","May 10, 2019",Yes,It's a great phone. Battery life could be a bit better.,0
5.0,"Fanstice mobile device
  
","December 23, 2019",Yes,"Fantastic device, connected to work in minutes as I'm always on the go. this is a change out from my years on a Windows mobile device. Battery life can do with some improvements have to charge everyday...but overall love it...",0
5.0,"Satisfied
  
","April 5, 2019",Yes,Magnificent 😎,2
5.0,"Memory
  
","September 4, 2019",Yes,"So far, it has been good. Took my sim card out of ATT and put it in my new phone and works great.",0
5.0,"Works perfect
  
","July 20, 2019",Yes,Amazing phone works great,0
1.0,"not good
  
","June 23, 2019",Yes,Not ready to rate since have not been able to activate the phone  I been told the phone is not unlock,1
5.0,"Quality product
  
","May 29, 2019",Yes,The camera is excellent. A value for the money I paid for.,0
5.0,"Great upgrade
  
","November 9, 2019",Yes,It's awesome. Still getting use to as I had a 7 prior to this.,0
5.0,"This phone was bought as a gift for someone l love
  
","July 11, 2019",Yes,Communications and that’s it.,0
5.0,,"April 3, 2019",No,None,0
5.0,"Excelente
  
","December 13, 2019",Yes,Excelente celular...llego todo bien sellado y producto de calidad...recomendado,0
5.0,"Great phone
  
","December 12, 2019",Yes,Love this phone,0
5.0,"Very good
  
","December 9, 2019",Yes,Pictures exelente and faster,0
5.0,"Solid and classy looking
  
","June 24, 2019",Yes,Am loving my phone,0
5.0,"No warranty, but you do get a discount
  
","May 30, 2019",Yes,"A decent discount for having no warranty. In my opinion, it's worth the risk. The phone seems 100% fine",1
5.0,"Cool but expensive
  
","July 19, 2019",Yes,It is a great fone..,0
4.0,"Long battery life
  
","June 12, 2019",Yes,"Difficult to do anything but hold the phone away from your face when talking.  (,or, you can rest it on your cheekbone while holding it.)  Otherwise, you mute or hang up yout call.",0
4.0,"Charger from Edge7 doesn't fit.
  
","October 14, 2019",Yes,Battery doesn't last. No manual in Portuguese. Cord from Edge7 doesn't fit.,0
5.0,"Samsung s10
  
","August 28, 2019",Yes,It was good,0
5.0,"Excelent
  
","November 4, 2019",Yes,Excelent,0
5.0,,"April 3, 2019",No,None,0
5.0,"Buena calidad
  
","June 6, 2019",Yes,Fue recibido en tiempo y forma,1
5.0,"Bueno
  
","June 8, 2019",Yes,Bueno,0
5.0,"It is very fast
  
","October 27, 2019",Yes,"Hey, I like so much the celphone, is wonderful ! is very very fast, the camera are very good and it is incredible sound! They battery la ok but can be better",0
5.0,"Works with Verizon but...
  
","December 12, 2019",Yes,Works for Verizon with some cons. Had some issues with MMS/picture/group texts.Works with AT&amp;T no problem.,0
5.0,"Best smartphone I've ever owned!
  
","December 3, 2019",Yes,Best phone I've ever owned. The screen cllours are bright and vibrant and the camera is incredible. Highly recommend!,0
5.0,"Awesome
  
","July 29, 2019",Yes,Gift,0
5.0,"Perfecto
  
","June 29, 2019",Yes,Hermoso,0
5.0,"Nice phone good price
  
","May 25, 2019",Yes,It has a great look and the cameras amazing!!,0
5.0,"Ok
  
","December 22, 2019",Yes,Conforme con el producto,0
5.0,"Lo que dije anteriormente
  
","January 5, 2020",Yes,"Me agrada el diseño, la rapidez en los cambios de pantalla. Indudablemente Samsung is The Best!!!!",0
5.0,,"April 3, 2019",No,None,0
