5.0,"Perfect in the kitchen!
  
","November 25, 2019",Yes,"We keep the Amazon Show 8 in our kitchen, and the whole family enjoys using it. Display is perfect size on the kitchen counter. We enjoy playing music (sounds great) and of course, we enjoy asking Alexa for the temperature or the weather forecast, and asking basically any question you can think of. Recipe feature is excellent too!",153
5.0,,"November 25, 2019",No,None,0
1.0,"Backlight Bleeding.
  
","November 26, 2019",Yes,"I love the way I can control Home Automation with Alexa. Was so excited to get the echo show 8, as my first echo screen unit. But as soon I powered it on, first thing I can see is the backlight bleeding so much. Is this normal to have that much, or did I got a bad unit? Anyway I thought it would be ok as you can see much when there is a brighter picture in it. But when it got inactive, I’ll have only a clock and a black screen full with backlight bleed. Will contact Amazon and see if it’s normal or if I can get a replacement.——Edit: Amazon it’s awesome, and it’s sending me a replacement. Will post back once the new unit arrives.——Edit: added a picture for comparison. Second unit looks really good. Thank you.",105
1.0,"""Things to Try"" makes this a product I can't recommend
  
","November 28, 2019",Yes,"I wrongly assumed that this new improved Echo Show would offer a way to turn off the absolutely annoying ""Things to Try.""  I was wrong.  Until they come up with a way of turning it off, I can't give a good review to this product or to any other Echo with a screen (Show, Spot).  I would put an Echo Show 8 in every room if they would allow me to kill the Things to Try.",94
5.0,"Be sure to visit Settings for a better Echo 8 experience
  
","November 26, 2019",Yes,"Although I get frustrated with Alexa (a lot), this Echo Show 8 has been a treat so far compared to the Echo and the Echo Dot. And I haven’t even used it for cooking yet, which is why I got it. It’s just immeasurably better to have a screen.At first I was overwhelmed by what seemed to be random *stuff appearing all over the home screen, but when I went to Settings&gt;Home Content and turned most of the options off, now Home is just a picture and a small clock with the current temperature underneath it. Much better!Edited to add: if I interact with Alexa (i.e., ask for weather) afterwards I am getting a “Try Alexa” suggestion, so I can understand where if you’re doing a lot with the device, that could become an annoyance.The sound quality impressed both my husband and me for the most part. (Maybe we’re just not very discerning in that regard.)Anyway, I like it a lot. Oh, I almost forgot to mention that I really appreciate being able to turn off the camera, too.P.S. It would be nice to be able to customize the clock face; that’s one thing I was disappointed by.",81
4.0,"The Pros, Cons and Oks for the Echo Show 8 (HR).
  
","November 25, 2019",No,"Pros:__________• Very compact and simple design.  I like these designs because they can fit in all rooms. Bedroom, Kitchen, and the living room this echo can fit in any location.• It has a large rubber foot that keeps it from shaking around.• Big fan of the black mesh fabric that covers the back of the device. It doesn’t become a finger/dust print magnet.• Extremely simple setup as you do the setup right on the screen (you don’t need to download any app). All you need is Wi-Fi and you’re basically done.• You can set multiple alarms and have them repeat on various days of the week. Change the alarm tone, have the sound gradually increase to get you out of your sleep, and be able to play the music that you want. This a customized alarm system that fits anyone’s needs.• To add more customization, you can make this device a picture frame. You can set a single pic or a slideshow of pics as your background.• I love the privacy. To have a “physical” shutter, to block the camera, is an excellent choice. If I didn’t have this, I would, like every laptop, place some tape in order to block the viewing. It’s very quick to just slide on the shutter. In this day in age, you never know whose watching. It’s the little things, like these, that shows that Amazon knows what we want (sometimes).• There is a button (next to the volume controls) on the device that will allow you to mute the mic.• You can say to Alexa ""delete everything I said today"" to erase your recorded search history (The little things go a long way).• Even when I block the camera shutter, I can still take calls or talk to Alexa.• The light sensor goes into a nighttime display when the lights are off. Waking up at 3 to check the time was quick and painless to my eyes. The sensor is able to add the appropriate amount of light, depending on how much light is in the room. It’s similar to the auto-brightness we have on our smartphones.• Has a built-in 3.5 mm audio cable which means you can plug this in your home speaker system. I didn’t find the need to test this out because it’s just plugging into another speaker.• Two web browsing options, Firefox and Amazon Silk, but I recommend you stick with Firefox (Found it better in the use with this device).• Like all voice commands, asking Alexa for the weather, make a call, play music, turn on a light (a smart light), and so forth does its job, most of the time (will go into details in the Con section).• Software-wise, I do appreciate that on the screen, if you hit the smart home button, organizes what devices you use frequently. I found this very useful to see what smart devices I use the most (what a shocker that it was the smart lights in my house.) It is useful if you need to quickly turn a specific smart device off.• If you have a thermostat smart device, one cool feature is changing the temperature with the Show 8. I ask Alexa to change the temperature of my thermostat and a slider pops up on the screen, allowing me too automatically to tweak the temperature further.• There is also a button, on the device menu, to turn off everything connected to the Show.• The voice calls come through the Alexa app or through Skype.• Does have Bluetooth. As Sheldon Cooper wisely once said, “Everything is better with Bluetooth.”• The microphone picks up my voice very quickly. This is having the TV on average person volume level and, probably, 20 feet away.• The screen is actually viewable. Having seen the Echo 5 in the past, The Show 8 screen is a huge improvement in viewing videos or getting a glance for quick info (weather, news highlights, time, etc.).• With smart screen layout, I can see this fit for security cams and baby monitors. I have a Ring camera on my door, and this works like a charm if I need to see who at the door.• Saying “Alexa, start my day.” Is a pretty cool experience if you spend the time customizing what you want to see and hear, from Alexa, when getting out of bed, You can have a very modern morning cycle.• Taking and receiving phone calls is a real breeze. I here no static or break in communication when talking to my colleague. Note that I didn’t try WIFI calling international.• To summarize, you have 4 ways of communication: Message, Call, Drop-In, and Announce.• When playing Foo Fighters, the Show 8 does display the lyric alongside the song it’s playing, “The Pretenders.” One word for this, Karaoke!• Good speakers for music coming in the Show 5. It’s loud, which was a little surprising, given the size. Not enough for a house party, but enough for study or cooking time.Cons and Oks:__________• You can’t watch YouTube videos by using Alexa’s voice command. You have to physically go and type it in the web browser. Google owns YouTube and as of 2019, Amazon and Google are not the best in merging software. A major buzzkill because learning how to do something is what YouTube is made for.• Instead of YouTube, Alexa will bring you to Wiki videos. They’re very basic, not a significant amount in video inventory, and I was only able to access the intro videos. I wanted to know how to bake cookies and I needed to go to the screen and touch the next video for it to play. Wiki videos don’t give you the opportunity to cook “Binging with Babish” videos.• Beware of the advertisement for watching movies and shows. Amazon loves cutting 30% of the screen with advertisements. You need to be prepared for this experience because this is not going away.• Unlike Google’s Nest Hub, when you speak to Alexa, the device will not show you what you said. Alexa has messed up in what I said, yet I don’t know which word that caused the miscommunication.• I want to mention this again, NO SUPPORT FOR ANY GOOGLE SERVICES. To be honest, Google owns the internet (Photos, Drives, Nest Cameras, YouTube, etc.) and with this device, all the basic searches/videos you want require additional steps.• Want mapping directions to go to a place around your city? Stick to google maps on your smartphone because Alexa doesn’t do this.• The camera isn’t anything to brag about. It doesn’t have any advance HDR features, but then again it’s only for video calls.• Web typing on this is miserable. I just stick to my phone if I need to search for something really quick.• The bezel around the screen makes everything look smaller than it is. Its screen size does help reduce the feeling.• No real apps are useful, given the size.• Alexa is no Google Assistant. You have to speak in a specific syntax in order for Alexa to do what you want it to do. With simple demands, Alexa works like a charm. It’s when you start asking random questions that Alexa will say “Sorry, I’m not sure about that,” or something similar. Example: I said ""Alexa, show me dog videos"" and nothing happens but saying “Alexa, open Prime Video,” it opens right away. Very specific on what you need to say.• No USB port to charge your phone. This Show, to me, is more for public viewing, the center of attention. A USB port would’ve been great not only to charge your phone, but to input pictures, videos, and even recipes into the Show.• When you start getting used to the Show 8, turn off Alexa tips. Having that feature on will clutter the screen by default. You have a small screen and yet the Show 8 wants to put as much as it can on it.• When streaming music from my iPhone to the Show 8 (using Bluetooth) the music isn’t clear as it’s plagued with Bluetooth artifacts. I have to assume this is a software issue, so it may be resolved in the near future updates. Still, I think you should know.• There is some lag on the touch screen. Tapping on a back button I have to wait 2-3 seconds before it follows with my request.• Want to move it around, you need to pay for the viewing angle attachment because you can’t adjust viewing angles without it.• The screen maybe a little too bright when it’s dark in the room.• The Show 8 doesn’t have any Dolby features, which makes the volume for music loud, but not clear. Playing acoustic songs are fine but playing anything other complex songs (Foo Fighters, Lady Gaga) distorts the quality of the song.• There are a lot of steps to just do a simple task. I wanted to pick my preferred source images and had to go through Settings, Home &amp; Clock, Clock, and finally to Personal Photos. A lot of steps for such a simple task.Bottom Line:__________Of the Echo Show and Echo Show 5, this is the best one out on the market. The two things that make this the best between the three is the screen and the privacy layout. The screen is large enough that watching videos wasn’t a hazel, and the manual buttons for privacy are a must in this day in age. It’s a very nice design and I see this as something you will have in the kitchen of all places.The Show 8 does a lot of decent work, but it also has numerous other features that it isn’t the best at due to software issues. The resolution isn’t mind-blowing, as it’s something to either play music, or even a movie, in the background while you work. This is no replacement for a screen to watch for 2 hours as it’s more for a quick 5 minutes here and there. This is why I see this for the kitchen as it’s a great place to follow cooking videos. Anywhere else I feel it would not be put into use enough to be worth the cost.Also, I advise everyone to take a look at the Google Nest Hub, Lenovo and the rest of the Echo Show smart system. The truth is, for a universal home smart system, this isn’t it. The Google Nest’s software is top of the line in communication and user interface. The Show 8’s main highlights are privacy, video calls, smart house function, and the price. With the price you’re getting it’s a nice system to screen ratio, but if you’re not fully on board in the Amazon world you’ll be restricted in so many ways that sometimes it’ll be quicker to just take out your smartphone.Overall: The best of the three Echo’s, but most useful in the kitchen or at your desk.",86
1.0,"No full screen clock mode
  
","November 29, 2019",Yes,GIVE US A FULL SCREEN CLOCK.  Why oh why Amazon does not provide the same clock options as a Show 5 or Spot does for the Show 8 baffles my mind.  1 star until that is fixed.,66
1.0,"Get something else
  
","November 30, 2019",Yes,"I was lured in by the good price on Black Friday, but I can’t recommend this device. Unlike some of the reviews suggest there is no way to turn off the things to try message which constantly appears at the bottom of the screen. I’m unable to select most of my Facebook albums, and the weather forecast does not stay - rather it rotates on and off.Overall this device accomplished nothing notable, I would not recommendEdit: an amazon employee named Kristina reached out about some of my concerns which I do appreciate and took some of my feedback. She confirmed that there is no way to turn off the things to try prompt but told me that it was a common feedback. While there is no published limit in the number of Facebook albums that it supports I found that after about 50 it stops looking which meant I had a lot of old albums to select from but nothing recent. The weather app can be selected as the only card but it doesn’t stay up, it appears for 30 seconds or so then Disappears for 30s and the cycle continues. Overall the physical quality of this device is quite good but the software lacks any sort of customization to the point that you pretty much get a stock experience out of the box. My original point stands that this device doesn’t really accomplish anything despite being well made",57
1.0,"Great device except for one fatal flaw
  
","December 2, 2019",Yes,"This is a terrific device except for one flaw that ruins it:  A message displays at the bottom of the screen ""Try Alexa ....."" giving instructions on different ways to use the device.  For example, this message is displaying on my Show right this moment:  ""Try Alexa, show movies with Emma Watson"".There is NO WAY to turn off the constant display of these messages.  When Googling about this, I see hundreds of customers have already complained to Amazon about this problem. But Amazon refuses to give customers a way to remove this instrusive screen display.  Apparently Amazon thinks its customers are all 10-years old and need a constant on-screen display of instructions.This ""Try Alex ...."" is also a form of advertising, albeit advertising of Amazon's products.Until Amazon removes this display (or gives customers the choice of removing it), I strongly suggest buying a different company's product.  Google sells similar products.  So does Apple.  Neither company treats its customers with such contempt.UPDATE:  After submitting this review, I found a solution.  I wrapped a piece of black electrical tape around the bottom of the screen, positioned to hide the ""Alexa try ..."" messages, but not hide anything else.  The result looks great.  Those annoying messages no longer ruin the photos (or anything else) on my screen.  The only downside to this solution is it makes the screen slightly smaller.  But it's better to have a smaller screen that looks decent than to have a larger screen completely ruined by those messages.  I still recommend buying a different company's product.  It is ridiculous that the only way to block those messages is to cover the screen with electrical tape.",54
1.0,"Mickey mouse design
  
","November 30, 2019",Yes,"Who designed this thing? I do not need a billboard by my nightstand, please remove the ""Things to try"" and provide a full screen clock. Give me a break.",55
1.0,"Echo Show is barely usable today, but does have potential.  Software not ready for ""Prime Time"" yet.
  
","November 30, 2019",Yes,"The Echo Show is barely usable, yet has great potential.I say this because I wanted a nice Clock/iHeartRadio/Calendar/Weather Forecast/Voice Control for home automation device for my desk.  The Echo Show fails to provide these services...seamlessly.  Each of my requirements can be individually met, but not together.  Let me explain: If you are listening to iHeartRadio, then you cannot see the clock/weather/etc...  The BASIC function of what time it is does not work if you are listening to a radio stream.  The iHeartRadio app takes total control of your display, NO ROTATION of other apps.  There goes the clock.  Further, the font for the clock is not configurable.  Epic Fail for those with less than perfect vision.  The ability to customize this product to my desires/needs is why I rate this product as being barely able to be sold as an automation product.  To add insult, Amazon runs hints across the bottom of the screen: Try ""Alexa, open ....""  This is nothing but annoying SPAM!  You cannot disable this ""feature"".  I own most of the Echo product line and threw out the Google products because even with all of Echo's short comings it's still better than Google.  If you think that the Harmony product line integration with Echo is good, you are wrong.  Again, barely crosses the line of usability.  Example, you cannot set up a voice command to execute a single IR button (ie. arrow up, arrow down, etc..).  I have installed high end automation equipment in my house (Crestron) and compare this product with decent home automation.  Echo is not ready for ""prime time"" yet, has great potential...eventually...hopefully.",49
2.0,"alexa, quit showing me suggestions!!!!!!!
  
","November 27, 2019",Yes,"Update - There are reviewers out there who claim you can turn off the suggestions.  When I first go the device I went to the ""Home and Clock"" settings, turned EVERYTHING off, and I still get the alexa suggestions all the time.  One person also claims to have a full-screen clock displayed.  When my review was posted, I received a phone call from an amazon support person, and he agreed there is NO way to turn off the alexa suggestions and he also agreed there is NO way to display a full-screen clock.-------------------------------------------------------------I have the show5 and I really like it.  I have turned off the notifications but I still get the annoying alexa suggestions at the bottom of the screen.  On the show5, at least the alexa suggestions are in small print and I can pretend they are not there as I enjoy my large clock.  On the show8, all you get is a small clock in the upper left corner - no way to change it and since the screen is bigger, the mandatory alexa suggestions are in bigger font.  The good news - it was up and running in about 2 minutes and amazon music sounds good on it.  The bad news is, do I really want to keep it?  I really like the large clock face on the show5 and it seems ridiculous I have NO clock options on the show8.",48
5.0,,"November 25, 2019",No,None,0
2.0,"Software issues &amp; needs more options !!
  
","November 28, 2019",Yes,"Just received my Echo Show 8, set up was basically the same as an Echo Show 5, however, there is differences when it comes to the menu and options, I liked the addition of optional photos to chose from but the option to have the day/date on the screen is gone, who would do that, also there is no options for making the time fonts bigger/smaller.  Would be nice also if you could change the font colors. The speed at which the pictures rotate is much to fast, at least for me, maybe more options would be nice like an hour or 2-3-4 or even as long as a day, have a different picture every morning.  The size is nice but without being able to enlarge the fonts .. well .. would be nice for people that can't see real well. Overall I like it but needs some fine tuning as far as options especially for the price.  Another thing is I really don't need Alexa telling me to try and do things all day long I mean come on, how about an opt out button.Update;  12/12/2019I had two brand new Echo Show 5's that got sent back for fixing after dealing/chatting with Amazon customer service several times over a two week period because picture rotation would freeze along with a couple other glitches that occurred now and then and got sent back two refurbished/renewed Show 5's, my point here is that my brand new Echo Show 8 is doing the exact same thing, so instead of going through the whole customer service fiasco again I'm just returning it while I still can and not getting another one.  Another thing I noticed that I disliked after using it for a few days was when you set a timer the numbers are nice and big with a count down, but after just a couple seconds the timer shrinks down to where you'd have to be inches away to read it.Maybe, just maybe when gen-2 Echo 8 comes out I may revisit it, but they need to make some major changes.",44
1.0,"Irritating Messages
  
","November 30, 2019",Yes,"This would be a great product, except for the annoying and persistent messages for ""things to try"" across the bottom half of the screen. I'd love to be able to rate this higher, but with the annoying messages that you can't get rid of, I realize I should have bout a Google product.",47
2.0,"It's a scaled down Echo Show, not a scaled up Show 5
  
","November 28, 2019",Yes,"Has the standard Alexa/Show functionality - as you would expect - and they work fine.BUT:- The screen continues to rotate thru  Echo ""Try ..."" prompts ,even with all settings disabled. Terribly annoying.- Was hoping to make this a big Clock - like you can with the Show 5 - NOPE.  - The clock has fewer options  - The clock digits are actually smaller than the Show 5.End of the day, if you just want this to be a clock, you end up with a smallish clock in the upper left corner of the display and continually rotating ""Try ..."" prompts at the screen bottom. Big dissapointment.",41
4.0,"Very good addition, but needs option for Big Clock
  
","November 26, 2019",Yes,"Replaced my Echo Spot with the Show 8.  Very nice screen resolution and easy to use.  I like the streaming video available as well as the standard Echo features.  My one disappointment is the lack of ability to change the clock look.  I should be able to have a large clock display over most of the screen or other cool features, but right now only a small display in one corner.  Hopefully this will be resolved in a future update.",40
4.0,"MAKE THE AMBIENT CLOCK BIGGER!!
  
","November 29, 2019",Yes,"I love the Echo Show 8. The only thing I hate the most is the SMALL DIGITAL CLOCK!! Why would you put such a small clock on a bigger screen! When the Echo Show 8 goes into ambient mode the clock is in the corner!! Lol. I hope you update this to a BIGGER CLOCK!! If not I'll send it back and be happy with the Echo show 5. Sound is great! Picks up my voice better than the show 5. I'm using an extra stand from my show 5 and I don't know if I'll need a stand right now. Please stop displaying ask Alexa this or try this on my screen. I don't want to see that stuff! Should be able to just display things I want to see!! It works great with my Wyze Cameras and all my WiFi lights. The sound is really really good!! Way better than the Echo Show 5. I can't stand the clock is so small! I had friends looking in the manual and online for a way to make that clock biggie! I hope I mentioned the ambient clock enough, so it gets stuck in your head's!! PLEASE UPDATE THE AMBIENT CLOCK! I wish I can change the color of the clock. I have until January 31 to return it. Get moving on some updates!",24
1.0,"OMG Amazon please turn off the stupid things to try That is now on the wallpaper non stop
  
","December 2, 2019",Yes,"I got this primarily to use as a digital picture frame in my living room and it does a great job of scrolling thru my pictures and they display beautifully.  However, it puts the annoying things to try at the bottom of every single picture and is ruining it as a digital picture frame.  People have been begging Amazon for years too stop doing this and they keep ignoring it. I have turned off continuous scroll, Discovery,  and every other setting I could find and it is still there. This is infuriating.  I mean really, by now, most people know how to use their alexa devices, so why do they think this is necessary?!?! It makes no sense that they should force this on everyone .  I have an echo spot and even a show 5 that I was able to get it to at least only show it once, but on the 8 they apparently decided it should be a part of the wallpaper itself. You also can't adjust the clock size or position like you can on the show 5. There is nothing worse than looking at pictures of your beautiful children with the stupid things to try at the bottom.",24
2.0,"Disappointing
  
","November 28, 2019",Yes,"I have the Show 5 as my bedside clock. I also have horrible vision. I bought this thinking I could have a larger clock than I do on the 5, but nope. The option to make it a big clock and fill up almost the entire screen, as you are able to do on the 5, is not an option on this. Disappointing, to say the least.",26
5.0,"Discount (updated)
  
","November 27, 2019",Yes,"Not very cool, offer a pre-sale for $30 off and a week later reduce it another $20, not nice at allUpdate, changing from 1 star to 5. Amazon did me right, totally unexpected. Thanks Amazon",27
3.0,"Video functionality doesn't measure up
  
","November 30, 2019",Yes,"Context: I'm very ""Alexified."" Two full-size Echos, a Dot, a 4K Firestick, and now a Show 8. Various household smart devices including lighting, smart plugs, and a thermostat. So, I'm technically knowledgeable and happy in the Alexa/Amazon universe. A friend has a Show 5, and I wanted a new device in my kitchen, to replace the Dot, which was connected to (i.e., plugged into) a better speaker. Along came the Show 8 (the friend told me he was going to replace his 5 with the 8). Reviews indicated that the sound was good (it is; at least as good as my previous wired speaker). I was concerned about the negative reviews about the clock and the ""Try . . "" notifications, but some reviews said you could change the options in Settings (and in case you want to know up front, those reviews are incorrect; you can't). So here goes with the rest of my review:Pro's:--Easy to set up, especially if you already have other Alexa devices.--Good sound for such a small device.--Functions just as well as my other Echo devices. Except -- this is a *video* device, and that's where it falls short.--Price and Delivery: I got this on the Black Friday sale (actually on Thanksgiving Day itself) for $50 off. Delivery was projected for Monday, but it was delivered in two days. Can't complain about any of that -- but, given the Con's I'm about to list, I wouldn't pay full price for it.Con's:--The clock. You can't alter the font or format. You can't opt for a full-screen clock. I realize for some people this is not an issue, but I'm nearsighted and wear glasses with progressive lenses. At the bottom and middle of my lenses (reading- and mid-distance) the clock numerals are out-of-focus from across the room. I wish you could set up a home screen with a large-numeral clock, but you can't.--Kitchen use, i.e., for me, mainly the timer. The countdown numerals appear when you start the timer, but then disappear as the screen rotates through its content. It would be nice to just look at the screen and see how much time is left, but you have to ask Alexa the question (just as I had to do with my Dot).--The ""Try this and that ..."" text across the bottom of the screen. You can't get rid of it. Yes, I read one review (which, at the moment Amazon is featuring as its ""Most Helpful""). This review says you can go into various sub-menus of Settings, and make it go away. I tried those suggestions. They don't work.So, I'd say, be warned, especially when the Show 8 goes back to full price. The Show 8 needs a software update that allows changes to the clock, the ""Try this..."" messages, and other functions.  It saves space on my kitchen counter, compared to my former Dot-plus-external speaker, but its potential advantages as a video device are either not realized or else compromised.",20
