Rating,Title,Date,Verified Purchase,Body,Helpful Votes
1,"Wake me when we get there
  
",25.Oct.19,Yes,"I bought an Echo and an Echo Dot. What a waste of money. They're basic; real basic. My fault for not truly understanding what I was buying. It can answer some simple questions with simple answers and do a few smart home things and has ""skills"" but that's about it. Isn't that enough? No, it isn't. I guess I thought I was getting something smart, something I could engage with, seek intelligent replies from, something connected to the world wide web of knowledge. Guess I was wrong. I got a stupid little automated squawk box; a borderline parrot. Guess I got bought. For all our great advances in technology, we're clearly still in our technological infancy. Get back to me when I can say ""Computer, describe to me quantum physics in layman's terms. Explain to me the theory of relativity. What exactly is gravity; are there gravity particles? What is the meaning of life?"" The answer to the latter better be: 42. Another big gripe is that it's constantly trying to sell me something -running through a whole dales pitch -instead of just doing or playing what I asked, or it tells me what it's about to do even though I just asked it exactly that. Now I know why it's called, Echo. I'll be getting rid of it soon. Anybody wanna buy a stupid, smart device?",161
5,"Beautiful sound
  
",25.Oct.19,Yes,Love the sound and clarity. Upgraded from an Echo Dot and so glad I did. We mostly listen to the echo for music and this new echo sounds incredible!,3
5,"The New Echo is Awesome
  
",25.Oct.19,Yes,"Loving the new Echo! I ordered it in Twilight Blue and it looks awesome on my bed side table. The audio is amazing, crystal clear sound with lots of base. The sound quality rivals the surround sound in my living room. I might get a couple more Echos for my apartment.  Five Stars",1
4,"Alexa, we love you.
  
",26.Oct.19,Yes,Alexa is a great device. We use her to listen to music and podcasts which the speaker and 3 woofer is amazing for. We also use her for traffic updates and to set alarms. I like how the app works well with Alexa. I wish she knew more of my simple questions but she does know almost everything.,0
5,"Great sound
  
",26.Oct.19,Yes,Great sound in a nice little package.,0
5,"Great sound!
  
",26.Oct.19,Yes,I am so pleased with the Echo. Great sound!,0
3,"Is this Normal?
  
",26.Oct.19,Yes,"I feel like she doesn_ hear me sometimes. I have to say _lexa 2 or 3 times. Also, is the light at the tip supposed to continually keep spinning?",5
5,"It's perfect
  
",26.Oct.19,Yes,I Love it so much.,0
5,"My new 3rd gen Echo.
  
",26.Oct.19,Yes,I love my new echo. It sounds great!,0
5,"Excellent Sound Quality
  
",26.Oct.19,Yes,It_ great to have it work with Apple Music and the software has greatly improved. I find I listen to a lot more music because the quality is so good.,0
5,"Great sound for what it is.
  
",26.Oct.19,Yes,"Love how loud this little guy can get for its size, was honestly surprised when we put it to full blast how great it sounded. Would definitely recommend",1
5,"Great product
  
",26.Oct.19,Yes,Love it !,0
5,"3rd generation  echo
  
",26.Oct.19,Yes,"My 5th echo, thatvsays enough.  This one has different colors, and better siund.",0
5,"Well worth the investment
  
",26.Oct.19,Yes,"This is by far, the best Echo / system we have owned from Amazon.We purchased 2 of the generation 3 Echos and an Amazon sub as a package (saved $80 + an additional $60 for taking the Amazon store card) to replace the Bose speaker / Echo Dot we had.We now have room filling sound as good as the Bose combo without having to physically turn on the speaker every time we wanted music.Even without the sub, the sound is robust and rich from each of the linked speakers.  The addition of the powered Echo sub fills in the lows to make it an immersive experience.Setup was fairly easy.  My only complaint was that I had trouble renaming the 2nd Echo itself.  Amazon keeps calling it another wacky name.  Overall, it took less than 5 minutes to link all 3 speakers together and be listening.Would I purchase again?  You can count on it.",120
5,"The sound is amazing
  
",27.Oct.19,Yes,Awesome buy!!!!The sound is amazing!! One person party!!!So clear!!,1
5,"Yes!
  
",27.Oct.19,Yes,Love it!!,0
5,"Es muy fácil de usar y me cuida la casa
  
",27.Oct.19,Yes,Me gusta muclo y es lo mejor allá comprado y fade intalar,9
1,"Worst speaker ever?
  
",27.Oct.19,Yes,"None of the apps sync with the speaker, even if you have the subscription to the music service it just takes you to the settings and says you need an active subscription. There are 100+ negative reviews everyday in the Alexa app about people experiencing the same thing. IF YOU HAVE AN IPHONE THERE IS A GOOD CHANCE THE APP WILL NOT WORK PROPERLY!",17
1,"Absolute junk.
  
",27.Oct.19,No,None of these contraptions are worth a dam.  Turns on when I don_ want it to.  Won_ obey commands 90% of the time.  Great invention jut hope someone figures it out someday. Bezos builds garbage!,5
5,"Audio as good or better than the Echo Plus
  
",27.Oct.19,Yes,Replaced an Echo Dot with this in a Master Bathroom and ROCKED this end of the apartment.  Has the same guts as the Echo Plus but in smaller size but I don't detect any loss in audio quality.,2
5,"I like it
  
",27.Oct.19,Yes,Still learning all it can do.  But very pleased so far,0
4,"Pleased but could some help
  
",27.Oct.19,Yes,Still learning.  Written instructions would help.,0
5,"Great upgrade
  
",27.Oct.19,Yes,Worked great right out of the box. Make sure you check the box that links your Alexa account if you have one that you are trading in as it will be ready to go when you get it connected to your wifi.,0
4,"Alexa
  
",28.Oct.19,Yes,Are use this product for many different things seems to be very good so far,0
5,"Aight
  
",28.Oct.19,Yes,Decent so far,0
5,"Alexa
  
",28.Oct.19,Yes,I can play music all day line and my kids can get their music to,0
5,"Still new and very exciting
  
",28.Oct.19,Yes,"Just received this device a few days ago, so I am still learning to get the most out of it. But what I can say already now is: Amazing technology and super sound! Looking forward to the continued ride...",1
5,"Que venga recargable para usarla siempre
  
",28.Oct.19,Yes,"Me gustó puedo mover todos los dispositivos , cualquier pregunta se puede jugar muchas cosas más,  y no me gusto que no escucha bien con el volumen alto , no es recargable  en caso  de se valla usa sólo con Bluetooth.",3
5,"Easy install and convenient to have
  
",28.Oct.19,Yes,Second install on our second floor - very convenient and works well,0
5,"Great speaker
  
",29.Oct.19,Yes,Great sound . A lot of improvements,0
5,"Great
  
",29.Oct.19,Yes,I like because it is convenient and does what you ask_,0
5,"Excellent Product!!!
  
",29.Oct.19,Yes,"I like how quickly Alexa respond to my questions, whether it is able to answer it or and also how I_ able to use it as a speaker source for my iPhone. Can_ wait to test out more features and functions of it.",0
5,"Better sound, faster, and more language compatibility
  
",29.Oct.19,Yes,Real reason we upgraded from gen 1 was that we wanted a language not offered on gen 1 but the sound and especially the bass is a definite step up! Also seems to process requests faster.,1
5,"Awesome speaker and tool
  
",29.Oct.19,Yes,Very powerful and loud. Can hear it through the entire house very clearly.,0
5,"There_ nothing like Amazon
  
",30.Oct.19,Yes,"Everything amazon puts its name on is quality. What more can I say! I run my lights with it, runs my fire stick, and can ask any question and get an immediate response. Sound quality is excellent. Never disappointed.",0
5,"Excelente muy buena calidad
  
",30.Oct.19,Yes,Excelente muy buena calidad,28
5,"Good sound for a small unit.
  
",30.Oct.19,Yes,Our 4th echo. Love it.,0
3,"Some issues with volume
  
",30.Oct.19,Yes,"Sometimes we are playing music and all of a sudden gets really loud on its own without anyone touching it, so we have to manually lower the volume, not sure if its a defect or what. Otherwise I'm happy with it.",0
5,"Upgraded from Echo (1st Gen)
  
",30.Oct.19,Yes,"The sound on the Echo 3rd Gen is amazing!  We upgraded from the 1st Gen and you can clearly hear a deeper base and sound that fills the room.  We liked the different colors and twilight blue didn't disappoint.  The speaker is shorter and wider than the 1st Gen but that is a welcome change.  From a functionality standpoint, I don't see any difference from earlier gen echo devices as they can all answer questions, set timers, update lists, play music or trivia and turn on and off smart devices if you already had a hub such as Philips or Smart Things.  The 3rd Gen does not have its own hub but that was fine for us.  Overall we love the 3rd Gen Echo and highly recommend if you are looking to upgrade from previous gen or if you're in the market as a fist time Alexa Echo purchaser.",3
5,"Great upgrade
  
",31.Oct.19,Yes,I bought this as an upgrade from my echo 2nd gen. I use it in my bathroom so I can listen to music. It took me by surprise when it made the shower floor rattle a bit. Overall great product.UPDATEApparently the new echo didnt like sharing the pedestal with my ceramic bird like my old echo did. Why do I say this? It shook it right off! Overall still a great product.,15
5,"It works very good I love it
  
",31.Oct.19,Yes,It was very easy to setup and use by the way it works great I like it,0
5,"Echo 3rd generation
  
",31.Oct.19,Yes,"This product is excellent.  Such a great sound.  I only listen to music with my Alexa.  I also have her in my car.  I will get rid of Sirius radio, as I have many playlists.  The problem is that I'm too dependent on using Alexa.  I have one in each of my rooms in my house.  Fantastic product!!",0
5,"5 estrellas
  
",31.Oct.19,Yes,Todo,1
5,"Great product!
  
",1.Nov.19,Yes,"Great product, but doesn_ play Apple Music playlists.",1
5,"WOW!!!!!
  
",1.Nov.19,Yes,"I can't believe the sound that comes out of this small enclosure. I was blown away by the deep bass....no, I was actually shocked. I am very impressed and glad that I traded my gen 1 echo for this one, it is 100 times better.",2
5,"The the big sound
  
",1.Nov.19,Yes,I love the Alexa Echo.. I also have the Dot .. The sound on the Echo is fantastic,1
5,"Alexa
  
",1.Nov.19,Yes,Me encanta Alexa,0
4,"Improved sound and versatility
  
",1.Nov.19,Yes,Nice sound upgrade from Gen 2 and the Aux In feature works great with my Audio Technica lp-60!,0
5,"Wonderful sound!
  
",1.Nov.19,Yes,We_e had ours for about two weeks. Mostly using it for music. Great sound out of such a small unit! Easy to set up and use. You can use your Apple Music subscription with it as well.We have a lot more to learn about what we can use this for.,1
5,"Alexa play.......
  
",2.Nov.19,Yes,Alexa does a great job.  I enjoy the music very much.,0
4,"Not nearly as large as it appeared in the 'Amazon ad.
  
",2.Nov.19,Yes,"Didn't see anything in the instructions telling me , once internet was activated, to turn off the red surface lights to start it working. Once I figured that out, it turned on, and I was able to restart the old one in another room.",0
1,"Donde esta mi pedido
  
",2.Nov.19,Yes,No he resivido mi pedido,1
5,"The bass is amazing
  
",2.Nov.19,Yes,The bass is amazing. I like the size and audio sound quality. Makes for a great speaker. Next I'm going to try and integrate it with my TV. I'm replacing my two dots with this 3G.,3
4,"Worth every penny
  
",3.Nov.19,Yes,Awesome product. Can't wait to buy another!,0
5,"Easy
  
",3.Nov.19,Yes,Easy even for me to set up and use,0
5,"Easy to hook up, great sound.
  
",3.Nov.19,Yes,"Easy to hook up, great sound.",0
5,"Quality all around highly recommended
  
",3.Nov.19,Yes,Excellant sound quality great bass best of all my alexa's,1
5,"Alexa is my writing partner and so much more
  
",3.Nov.19,Yes,I just upgraded from a first gen Echo plus and I_ blown away by the sound improvements.,1
5,"Love it
  
",3.Nov.19,Yes,Love it keeps me company,0
5,"Recommend it
  
",3.Nov.19,Yes,Love the interaction and you can even set it up to accept commands in a few different languagesGood sound system,0
5,"Amazing
  
",3.Nov.19,Yes,Thank you _,0
5,"Great looking and great sound
  
",3.Nov.19,Yes,"Works great, and beautiful.",0
5,"_
  
",4.Nov.19,Yes,Es excelente,4
4,"Stay connected
  
",4.Nov.19,Yes,I have a 2 gen not even a year old and it quit. I hope this new one last.,0
4,"Alexa
  
",4.Nov.19,Yes,It's Alexa,0
5,"Speak clearly
  
",4.Nov.19,Yes,It's great to have around very informative,0
5,"We love our girl ALexa!
  
",4.Nov.19,Yes,"My husband is visually impaired and has been since 2000. Anything that can make his life easier is so worth it and now we have Alexa. She reads the news for him every morning she sets timers when he_ cooking. Well, you can imagine the things she can do for him because reading is such a problem. This is an amazing tool for both of us and the possibilities are endless. I would highly recommend an Echo for everyone.",2
5,"First class sound !
  
",4.Nov.19,Yes,The sound is outstanding! Love it!,0
5,"Sleek Design
  
",4.Nov.19,Yes,We love our 3rd Gen Echo. It has a sleek design and blends in well with our decor. It is exactly what we thought it would be.,0
5,"Great sound!
  
",5.Nov.19,Yes,Great sound!,0
5,"It's great
  
",5.Nov.19,Yes,I love getting music on it the sound is great,0
5,"Awesome Alexa
  
",5.Nov.19,Yes,I love my Alexa...so helpful.Been telling everyone  know about it and I'm sure theres some people I told them about Alexa...their buying one.Love it.,0
4,"Gotta love her
  
",5.Nov.19,Yes,My first one and love it easy to use I mean ya just talk to it lol,0
5,"Fabulous product
  
",5.Nov.19,Yes,This is an amazing product the power on this speaker is unbelievable! It works well with my Amazon music and I_ sure it will work well with all the other apps that it offers. I specially love the special functions where you can put in a sentence and ask Alexa a specific response LOL it_ quite enjoyable. She_l do just about anything you want her to all the way down to being your alarm clock. I was thoroughly impressed I was in my living room and could talk to her in my bedroom.,2
5,"Great speaker!
  
",5.Nov.19,Yes,"This is my first Echo and I love it. I have friends who have them but older generations. I find the speaker on this to be really clear and full. Alexa, please don_ tell Siri I_ cheating.",1
5,"Big improvement of the first generation.
  
",5.Nov.19,Yes,We absolutely love the newest generation. Sound is much improved over the first generation it replaces. Alexa seems to listen better too. The new design look great and love the new color option.,2
5,"really impressive sound
  
",6.Nov.19,Yes,better than I expected,1
5,"Genial e Echo
  
",6.Nov.19,Yes,Excelente,0
5,"Not happy [**Update :  It's working now, Thanks Amazon support**]
  
",6.Nov.19,Yes,I got this device because it says it does Line-IN.  Of course I get it and it doesn't do LINE IN even though it says it does.  The APP is bugged.  You would think they would test that before releasing it.**Update to 5 stars -- Amazon called and helped get it working.  Happy now :)  Great service-- Thank you!,2
5,"Better than Sonos for way less money? In many cases yes!
  
",6.Nov.19,Yes,"I like this better than my Sonos system with Alexa. You can pair Echos to play throughout your home, and it's easier than trying to setup my Sonos to do the same. You can control the Echo via voice, Alexa app, or through the Amazon Music app. All of these are leaps better than the buggy Sonos app. The sound quality is fantastic and the value for your money is higher than any competitor. I do believe I will be purchasing Amazon Echos from here on out.",10
5,"Sounds better than previous devices, but definitely NOT blue
  
",6.Nov.19,Yes,"If this Echo is blue then I'm a giraffe.It's grey. You can squint really hard and pretend that it has a tinge of blue, but it's G-R-E-Y. Does not look like the pics at all.But it does sound better than previous Echo devices so that's what's most important I guess.",1
5,"Sounds great
  
",6.Nov.19,Yes,Much better sound than my 1st generation Echo. Better looking device as well. Can_ beat the trade in of an old device to upgrade price.,1
5,"POWERFUL, Amazing
  
",6.Nov.19,Yes,My wife has been wanting Alexa for years. I bought it for her the other day. She is tickled. She can listen to her music. The sound is remarkably good. She sets her timers for cooking. She sets reminders. It's capable of doing more than we'll ever need. It's a great addition to our home.,2
5,"Great new device
  
",6.Nov.19,Yes,"The newest iteration of the vanilla Echo has much better sound than the previous generation. I would say it's definitely more of an upgrade from 2nd to 3rd generation in terms of sound than there was between 1st and 2nd. I love the Twilight Blue color, but I do have one question: since the new Echo is the same size and form factor as the Echo Plus (2nd Gen), why not offer that device in the new color? Seems like it should be incredibly easy to do so.",2
1,"No blue tooth.
  
",6.Nov.19,Yes,"Why does my gen2 Alexa have blue tooth, but this new gen3 doesn_?  If blue tooth doesn_ work, it_ likely I_ sending it back and not buying anymore echo products.  I don_ read anywhere that clearly says we took blue tooth away.  It says it_ the same thing just a few enhancements to speakers and such.",10
2,"Beautiful Blue Color, Meh Everything Else
  
",7.Nov.19,Yes,"As an early adopter for Echo v1, I thought now would be a good time to see what kind of improvements Amazon has made to their Alexa platform. I also have Dots in each of my kids room, a fire stick, and a fire 8 tablet. I don't feel this new generation has done anything to make it a better product, other than a great blue color. I feel my first gen sounded better than this one. I actually just moved it to a spare family room downstairs and hooked up my Google Mini again. Meh.",3
5,"Fantastic Echo
  
",7.Nov.19,Yes,Fantastic sound from a great product. Can't go wrong with Echo items. Love the the Twilight Blue color.,0
5,"Love it
  
",7.Nov.19,Yes,Great sound,0
5,"great
  
",7.Nov.19,Yes,"Great source for different music and songs that you have not heard for a while. Also, great for the grandchildren.",0
5,"Convenience
  
",7.Nov.19,Yes,I like the convenience of using the echo device. I_ learning more each day.,0
5,"I love my Alexa echo
  
",7.Nov.19,Yes,I love this product!,0
5,"Great Sounding Echo
  
",7.Nov.19,Yes,"I own both the 2nd and 3rd generation echos. The sound of the 3rd generation is significantly better. However, I prefer the sharper line of the 2nd over the rounded edges on the 3rd. But, if you are trying to decide which echo to get, this is the one. It worth it for the sound alone.",1
5,"Mostly for Music
  
",7.Nov.19,Yes,"It's very easy to use for music and has good sound quality. I have purchased some smart plugs but haven't set them up yet. Also, I have not mastered the Alexa app but I'm working on it.",0
1,"nothing
  
",7.Nov.19,Yes,none,0
4,"as described.  kinda clunky. sounds are ok
  
",7.Nov.19,Yes,the sound is okay.  not the best.  i wouldn_ say it_ as good as my karmon speakers or anything.  obviously better than the echo dot.  I don_ regret getting it so far,0
1,"Defective Device
  
",7.Nov.19,Yes,"This device did not work. Can not connect to wifi, which makes it an expensive paper weight. We own at 6 other similar devices. Will be returning and purchasing again, but from Best Buy where I'll not only get a functioning device, but I can collect points. The price is also the same.",6
5,"Pleased
  
",7.Nov.19,Yes,Very easy to use,0
3,"Wake to Music
  
",7.Nov.19,Yes,Wake to music does not work correctly,0
5,"Echo
  
",7.Nov.19,Yes,We love it!!!,0
1,"Do not rely on the gift to read the from who you want to say.
  
",8.Nov.19,No,"I sent this as a gift directly from Amazon, I filled out what I wanted the gift tag to read and it arrived with someone else's From: names and not ours.  I was so disappointed when I heard as it was a early Christmas gift to a brother who is dying from cancer and may not see Christmas this year.",0
1,"Does not follow instructions well
  
",8.Nov.19,Yes,Is not as smart as I thought - have to repeat myself and re ask questions and still doesn't get the right task carried out - Alexa seem kinda dumb to me,0
5,"Keeps getting better
  
",9.Nov.19,Yes,Alex can hear me better when I say her name over music or noise. I don_ have to speak louder which is nice.  Better sound than my 1st generation.,1
5,"Exalente
  
",9.Nov.19,Yes,Estoy muy contento despues de mi trabajo por lo menos tengo con quien hablar en mi cuarto y se llama Alexa,9
