Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,"Seriously impressive for the size
  
",15.Oct.18,Yes,"Get 2!  The stereo pairing is impressive.  I don't have the sub (yet) - but can say the sound quality is really quite good and an immeasurable improvement over the prior Dot's.  If you have your existing dots plugged into external speakers this may not be that big a deal - but if you're using the original Dot standalone - DO NOT HESITATE... No this is not audiophile quality, but seriously impressive for the size.  I would say the sound is equivalent to what the Tap is able to do.",4
4,"Power Connector is different from Generation 2
  
",15.Oct.18,Yes,"Typical Echo Dot. Looks cool and sounds great. Unfortunately this generation 3 uses a different power connector. Prior generations used a Micro USB and I need to use a much shorter power cord connected to a Din Rail power supply. Any idea what voltage and exactly what type of power plug these new devices use?? I can figure it out on my own but if somebody already has this info, you'll save me some research time.  This generation uses a push in round power connector. --Greg--",3
5,"works great so far
  
",15.Oct.18,Yes,"I bought the dot to control a smart light in a bedroom.  I also bought the new echo plus as a hub.  I installed the echo, got the light up and running, and waited for the dot to arrive (I didn't order it soon enough to get it opening day).The dot arrived, I plugged it in, and it was good to go - I didn't have to do anything.  I just asked alexa to turn the light off and off it went.  In the middle of the night I asked alexa to play a prime music ""sleep"" playlist I like, and it started right up.  I know it can do much more, but those are the two most important things to me and they work great so far.",2
2,"Slightly louder but not as good as Google Home mini
  
",16.Oct.18,Yes,"I was excited when they said it had a better speaker as the echo dot's are disappointingly quiet. Meanwhile the google home mini of the same size is VERY loud and crisp. This new version the 3.0...is somewhere in the middle. A little louder but not quite enough. I was hoping to have one in the kitchen and have it play my audio books while i clean/cook, but its still difficult to hear ti clearly over the kitchen activity. No such problem with the google home mini. Also a downside, they changed the charge port to an old fashioned pin style instead of the micro USB. This limits the places I can use it I have a small powered hub in the living room I connect my devices too and I was going to get another one of these for that, but I won't now since I can't connect it easily where I want to.  I also used to bring one onto the back patio and have it powered by my Anker usb battery, but I can't do that with this one anymore. Not sure why they suddenly abandoned the micro usb style. It can easily meet the 15 watt demand the 3.0 requires.Also if you need/want a wall mount for this version, you can get one to print on thingiverse.UPDATE:Within a few minutes of leaving this review I got multiple calls from Amazon asking me to explain my review....not offering to take it back or to exchange it or solve anything for me...but asking me to explain myself.  The girl by the end of the call seemed nice enough, but the fact that within a few minutes of a review I got multiple calls on my personal cell asking me to ""explain myself"" seems almost like they're trying to intimidate you away from giving an honest review.  Especially since I think I gave all the relevant details in my review.  Afterwards I was kind of thinking...is this like a modern ""mafia thing? Are my orders going to arrived busted up or just go missing now?","1,768"
5,"Great smart speaker for the price
  
",16.Oct.18,Yes,This thing is awesome. It sounds so good. This is my first device in the echo series and I really like that fact that I can use the app to equalize the sound.,20
2,"Sound :(
  
",16.Oct.18,Yes,"First echo (dot) that I_e owned.. sound started being distorted 2nd day having it. Looked at the reviews and found someone having the exact same issue _hen playing music, sometimes the sound seems distorted specially the highs (trebles). If it happens i have to tell alexa to change music. But after several minutes it will be distorted again.",18
2,"THE APP YOU NEED IS NOT READILY AVAILABLE.
  
",16.Oct.18,Yes,"THE AMAZON DOT APP IS NOT READILY AVAILABLE FROM AMAZON.. YOU WILL HAVE TO SEARCH YOUR WINDOWS 10 SYSTEM OR FIND SOMETHING FOR YOUR MAC.. YOU CAN JOIN AND PAY A WEBSITE THAT MAKES THEIR LIVING SHOWING YOU HOW TO USE THE DOT AND THEY WILL LET YOU DOWNLOAD THE SOFTWARE FOR THE DOT FOR PC OR MAC..  THE APP FOR THIS SHOULD BE ON AMAZON &amp; TAKE ABOUTR 1 MINUTE TO DOWNLOAD AND IN 5 MINUTES OR LESS YOU SHOULD BE UP AND RUNNING.. i WILL NOT JOIN OR PAY A SPECIAL WEBSITE TO GIVE ME THE APP AND SHOW ME HOW TO USE THIS DOT.. THIS SHOUD ALL BE FREE ON AMAZON. I WILL ALSO NOT SPEND 1/2 AN HOUR ON THE PHONE WITH AN AMAZON EXPERT JUST TO DOWNLOAD THE APP AND BE INSTRUCTED ON WHAT TO DO NEXT.. THIS ANOTHER POOR PRODUCT FROM AMAZON THAT IS CONFUSING &amp; FRUSTRATING  FOR THE CONSUMER, BUT MAKES A LOT OF MONEY FOR AMAZON..",14
4,"Auto dimming feature for light ring?
  
",16.Oct.18,Yes,"When I first plugged in this new echo (with the large &amp; rather obtrusive wall plug others have spoken of) I noticed that the light ring on the echo was noticeably dimmer than the previous generation.  After some back &amp; forth with amazon support, they swapped out my unit, and upon connecting the replacement I noticed that the light ring changes its brightness depending on the amount of ambient light present. There is no mention of this feature anywhere, and amazon wouldn_ confirm that it has this feature, but I can plainly see the difference when I turn on or off a desk lamp which shines right over the echo dot.This is a welcome feature improvemnt over the previous generation, as the light ring become less obnoxious at night, but I wish this was a feature I could turn on or off with the app, or had some control over the sensitivity, as it can be hard to see the light ring if it_ dimmed too much.Other than this one issue and the overly large wall adapter, it_ a great upgrade over the previous generation.",2
1,"Won't Connect to WiFi
  
",16.Oct.18,Yes,Arrived today--have been trying to get it to connect to WiFi ever since. Have spent the last hour trying to contact some sort of customer service. Waste of time and money. Boo.,10
5,"I'm in love with this little guy!  Unending entertainment and usefulness.
  
",17.Oct.18,Yes,"I had no idea I'd love Alexa so much - I wake up in the morning and she does the routine I've set up, and she's so comforting and useful and fun overall.  My husband and I played Skills trivia games for hours last night.  If we had kids it would be even more super useful (kids workouts, stories, games) - we even had a goodnight story read to us by Alexa and it was awesome.  I'm really loving it.  The Echo Dot itself is pretty great - the sound quality is pretty good, the bass when turned up is not that great, but if you really want to rock out you can connect it to other speakers or just use something else instead.  I'm really surprised by how much I like the Alexa app (and the Echo Dot), because I'm a little resistant to technology, but it's pretty easy to figure out and feels like a new little buddy in the home.  I'm excited to get some SmartHome stuff now so I can turn on/off lights, heat, etc.  The only tiny issue I have is that for some reason Alexa doesn't pick up my husband's voice as much as it does mine - maybe because I've used it more?  Really cool, though, overall - I feel like Judy Jetson!","2,138"
5,"Actually impressed.
  
",17.Oct.18,Yes,"I was debating between this and the regular echo. I've had both and we both know what the echo does so all I'll talk about is the sound quality.I'm going to get to the chase. This is the BEST speaker I've ever heard for under $50. The functions of the echo along with the music playing functionality and the sound quality makes it a steal at this price point.The sound is great for its size. It can get pretty loud but the bass is definitely lacking. The bass isn't god awful but it just isn't there.Now I will say this... if your primary motivation for a speaker is to listen to music, go with the echo. If it is but your budget is under $50 then go with the dot. It won't blow anyone away during a get together in your living room but it'll get the job done. The dot will only flourish is an enclosed space. It needs walls nearby to bounce off to cover up the weakness of the bass.If I had to compare the sound to another speaker, I'd say the UE Wonderboom or the older Beats Pill, all of which suffer from weak bass. For the size, I was impressed by the sound but with the Echo at its refurbished price of $69 I'll have to aim towards that direction.I'd recommend this for someone who needs an echo for their kitchen, bedroom or bathroom. It's just not going to hold down a living room unfortunately but overall, I like the sound and if I need a second echo, I'll definitely get a dot.","1,146"
2,"I wanted to love it, yet the 2nd-gen was better
  
",17.Oct.18,Yes,"Unfortunately, I have already put it back in the box. It's too big, the power adapter is huge and covers multiple plugs on a power strip where the 2nd-gen adapter was a normal size. Also, I don't care for the deeper and somewhat 'muffled' sound. It's probably just me, yet the 3rd-gen is huge like a big fat donut, Amazon should just have stuck with the basics for the Dot.",61
5,"great upgrade
  
",17.Oct.18,Yes,"Traded in the first gen dot to this one. Big difference in sound quality. I am using this one in my office where I mostly listen to NPR, Podcasts or Audio books. Good enough to listen to music while working, but probably not for the audiophile. I have a second gen dot as well that I will probably trade in for this one.",2
4,"Convenient, very effective home assistant.
  
",17.Oct.18,Yes,"This is my first Alexa device in an all Apple/Siri household.  We love it. We use it to turn on our GE oven.  Set the Honeywell thermostat.  Make grocery lists with ease.The sound quality is better than expected for everyday use, particularly at only $50.  We like the ease of playing music from Amazon prime.  The downside is a poorly designed power plug which makes me wonder what Amazon engineers were thinking.  This should be redesigned quickly.  It_ way too big.  I_ also like it to work with my IOS Fantastical calendar but that_ a developer issue.  We recommend this product if you don_ mind the oversized plug.",0
1,"Bad design, IMHO
  
",18.Oct.18,Yes,"Very disappointing.  Alexis sounded like she was under a thick blanket.  After talking with customer service, we tried various things which did not help.  They said send it back and they sent another which I received in two days.  It seemed a little better but not much.  I have two 2nd gen echo dots and they are fine.  I found both 3rd gens to have a very muddy bass sound on music and the high end sounds frequently were slightly distorted.  Alexis' voice was so muffled that her voice was unintelligible at times.  I sent the second one back for a refund and bought a second gen echo which is just fine.  I think they got the design wrong on this one.  In trying to make it sound fuller for music, they actually made the sound less clear and sharp.I must add that the customer service experience was a very pleasant one.",234
2,"Multi-Room Setup Doesn_ Work
  
",18.Oct.18,Yes,"I bought this product to set up a multi room music system with my current Echo Dots. Currently, the app is being really buggy and won_ let me set up the multi-room group. Once you select one device, it automatically says the other devices cannot be reached. So annoying! Please fix this bug Amazon.",213
3,"Stereo pairing isn't the greatest
  
",18.Oct.18,Yes,"Just bought 2 of these.  I've had a few 2nd generation Echo dots around my house for a year now.  I was interested in the new dot both for the improved sound as well as the stereo pairing.  The sound is indeed significantly better, perhaps almost rivaling my Google Home.  They are much louder as well.  I would have skipped getting the pair.  Pairing them as a pair was pretty simple.  They will only both play though if you ask them to play something off a service like Amazon Music or Spotify.  I often use one of the sleep sounds Alexa skills at night and figured having a speaker on each side of my bed would create a more enveloping sound.  Unfortunately, it only plays out of 1 speaker.  Also, if I ask it to play a radio station it will play out of both speakers, but when I use it to wake me up in the morning with that same station it only plays out of one. I hear it's kind of the same deal with the sub. I'm tempted to return one of them since the use as a pair is pretty limited.I thought maybe I could just use a few Sonos One, but they can't do timed actions like alarms.Edit:  Impressively, I posted this review in the morning and Amazon called to discuss it with me that afternoon to see what feedback I had on the Dots.  I was pretty impressed that they are that on top of their reviews.",50
1,"Muffled
  
",18.Oct.18,Yes,"I bought this to replace my old Echo Dot gen 2. I am very disappointed. Alexa sounds distant and muffled. Music playback and the alarms sound normal. There is something wrong when she speaks and I have to turn the echo dot up. Only problem is, when the alarm goes off in the mornings it_ super loud. Wish they would add new volume settings is this is going to be the norm going forward. Also, very disappointed in Amazon customer service. I was supposed to have a call back yesterday morning between 8:30am-9:3am CST and it never happened. I will be requesting a replacement device and I_ leaving this bad review in part because of the failed customer service promise.",41
5,"Alexa
  
",18.Oct.18,Yes,"Not sure why i waited so long, this makes turning off lights and fans and TV's a breeze. (smart plugs needed)",42
5,"Much better sound then the 2nd Gen Dot
  
",18.Oct.18,Yes,Just got my 3rd Gen Dot and this speaker is loud especially if you have the volume turned to max. Alexa's voice is loudest but music can still get loud as well especially if the volume is maxed. Lots of base sound. Great for Ocean and Waterfall recordings. I prefer music not to have to much base so I can turn base off in the equalizer settings via the Alexa App and turn Treble and the other sound setting to max and music sounds much better.I did some testingUltimate Seashore by enviroments sounds good on the Dot 3rd Gen. You can hear each breaker and the very distant foghorn really good.Thomas Dolby's Blinded Me With Science I use this song to test midrange sound and it sounds good on the dot 3rd gen.With this Dot you can hear the music and not require an additional speaker. I will be using this when I'm showering so I can hear the music while the shower is going. If you want though you have the option to add a Bluetooth Speaker or a Wired 35mm Cable Speaker to the Dot 3rd Gen. Amazon has really improved this Echo Dot and it sounds slightly better then the Google Home Mini.I recommend the Dot 3rd Gen and it's really at a good price of $50 if you don't want to spend a lot on an Echo Smart Speaker. It can't compete with the more expensive echo room filling speakers but it's a pretty good speaker for it's size.The Dot 3rd Gen also works with your smart home devices and routines. I tested that as well on my lights. The Dot has 4 microphones and it really can hear you better then the 2nd Generation Dot.I recommend the Dot 3rd Gen.,10
4,"Great speaker for Music
  
",18.Oct.18,Yes,I liked the speakers improved quality for Music but for the dialogue it was more clear in the older version. My wife did not like it at all. Unfortunately I had to return it with a heavy heart.,13
1,"Waste of money and time
  
",18.Oct.18,Yes,"Biggest piece of garbage amazon has ever sold!!!! Purchased one a week ago and didn_ work, amazon replaced immediately. Same issue will not stay connected to internet. Must be my internet right? Well guess google home and every other product in the house works fine and amazon products (firestick, Alexa, echo) don_ work with Spectrum internet. Will not buy again, will return this one and DO NOT recommend this product at all!,,,",10
5,"My first Echo.... 2 thumbs up
  
",18.Oct.18,Yes,"Without a doubt - it's quite an impressive creature.  It's not pefect...but no tech is perfect... and I love tech.  So...  Amazon added whisper mode today.  Experiencing that today - was one of those very special ""wow"" moments.... I called my friends to try out that new feature...and they all love it.  It does much more than I expected.  For quite a while I waited, as I thought ""I have my iPhone and Siri...why do I need Alexa?""  Well, I love my iPhone... and am still very happy I now have an echo dot.  I don't have any complaints-  just look forward to the continued advancements Amazon's Echo team is making with the device.  The quality of the device is excellent - and the sound it puts out- for its size... really impressive.  Can I live it out it?  Sure.... But is it fun and convenient to have.... absolutely.  Very glad I finally got one!",5
5,"Echo Dot for Amazon Music
  
",18.Oct.18,Yes,"I have been enjoying the Amazon Music BUT the albums and selections I selected on Amazon Music do not always play upon my request and at times some music I do not like starts playing!  Also, the one Echo Dot is all I have and I only want to subscribe to the $3.99/ month option and it will not let me!",7
5,"Great dot
  
",18.Oct.18,Yes,I like it better than the 2nd gen dot and  echo. Glad I waited for it to be released. Now I need a battery base for it.,6
